index	speaker	text	voice_cue	bank_name	subsong_index	wav_file	script_path	line_no	voice_line_no	acb_path
11	燐羽	美鈴、プロデューサー。\nどうせ次は『H.I.F』に出るんでしょ？	sud_vo_adv_dear_hmsz_020_krnh-011	sud_vo_adv_dear_hmsz_020	43	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hmsz_020_krnh-011\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5233393733/7cde23d4c88fe8f5323e11faada7d569	155	160	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/1/523131383531/430413eced1e6aa168ef9091632e0ab4
12	燐羽	私が邪魔してあげる。	sud_vo_adv_dear_hmsz_020_krnh-012	sud_vo_adv_dear_hmsz_020	44	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hmsz_020_krnh-012\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5233393733/7cde23d4c88fe8f5323e11faada7d569	161	162	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/1/523131383531/430413eced1e6aa168ef9091632e0ab4
13	燐羽	もちろん、手毬を鍛えて。\nいい嫌がらせでしょ？	sud_vo_adv_dear_hmsz_020_krnh-013	sud_vo_adv_dear_hmsz_020	45	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hmsz_020_krnh-013\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5233393733/7cde23d4c88fe8f5323e11faada7d569	171	172	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/1/523131383531/430413eced1e6aa168ef9091632e0ab4
14	燐羽	――手毬。	sud_vo_adv_dear_hmsz_020_krnh-014	sud_vo_adv_dear_hmsz_020	46	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hmsz_020_krnh-014\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5233393733/7cde23d4c88fe8f5323e11faada7d569	180	181	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/1/523131383531/430413eced1e6aa168ef9091632e0ab4
15	燐羽	自分をアイドルに戻すついでに、\n極月学園で特訓してあげる。	sud_vo_adv_dear_hmsz_020_krnh-015	sud_vo_adv_dear_hmsz_020	47	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hmsz_020_krnh-015\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5233393733/7cde23d4c88fe8f5323e11faada7d569	182	186	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/1/523131383531/430413eced1e6aa168ef9091632e0ab4
16	燐羽	やる？　やらない？	sud_vo_adv_dear_hmsz_020_krnh-016	sud_vo_adv_dear_hmsz_020	48	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hmsz_020_krnh-016\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5233393733/7cde23d4c88fe8f5323e11faada7d569	187	188	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/1/523131383531/430413eced1e6aa168ef9091632e0ab4
17	燐羽	――その顔が見たかったの。\nあぁ、スカッとする。	sud_vo_adv_dear_hmsz_020_krnh-017	sud_vo_adv_dear_hmsz_020	49	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hmsz_020_krnh-017\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5233393733/7cde23d4c88fe8f5323e11faada7d569	215	216	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/1/523131383531/430413eced1e6aa168ef9091632e0ab4
18	燐羽	じゃあね、美鈴。\nそれと、プロデューサー。	sud_vo_adv_dear_hmsz_020_krnh-018	sud_vo_adv_dear_hmsz_020	50	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hmsz_020_krnh-018\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5233393733/7cde23d4c88fe8f5323e11faada7d569	219	220	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/1/523131383531/430413eced1e6aa168ef9091632e0ab4
19	燐羽	たまり場って言ったの……\n別に冗談じゃないから。	sud_vo_adv_dear_hmsz_020_krnh-019	sud_vo_adv_dear_hmsz_020	51	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hmsz_020_krnh-019\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5233393733/7cde23d4c88fe8f5323e11faada7d569	221	225	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/1/523131383531/430413eced1e6aa168ef9091632e0ab4
20	燐羽	――手毬。	sud_vo_adv_dear_hmsz_021_krnh-001	sud_vo_adv_dear_hmsz_021	30	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hmsz_021_krnh-001\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/5231353234/3cf4a0a04696cbc773903ea363752ae4	165	166	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/5239353038/7543bbb0261b6f0f2ddc2fb5905ca9ea
21	燐羽	自分をアイドルに戻すついでに、\n極月学園で特訓してあげる。	sud_vo_adv_dear_hmsz_021_krnh-002	sud_vo_adv_dear_hmsz_021	31	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hmsz_021_krnh-002\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/5231353234/3cf4a0a04696cbc773903ea363752ae4	167	168	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/5239353038/7543bbb0261b6f0f2ddc2fb5905ca9ea
22	燐羽	佑芽、おはよう。	sud_vo_adv_dear_hume_024_krnh-001	sud_vo_adv_dear_hume_024	53	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-001\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	14	22	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
23	燐羽	待ち合わせよ。それと、いくつか……\nあなたに話があって。	sud_vo_adv_dear_hume_024_krnh-002	sud_vo_adv_dear_hume_024	54	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-002\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	32	39	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
24	燐羽	私が預けたファンたちとは、\n上手くやれている？	sud_vo_adv_dear_hume_024_krnh-003	sud_vo_adv_dear_hume_024	55	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-003\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	64	70	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
25	燐羽	あの子たち、すぐさみしがるから、\n定期的にライブをしてあげて。\n新曲やグッズも間をあけずにお願い。	sud_vo_adv_dear_hume_024_krnh-004	sud_vo_adv_dear_hume_024	56	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-004\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	83	89	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
26	燐羽	サイン会とか、交流できるイベントも、\nちょくちょくやらないとダメ。	sud_vo_adv_dear_hume_024_krnh-005	sud_vo_adv_dear_hume_024	57	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-005\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	90	94	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
27	燐羽	適度にののしってあげないと\n哀しい顔をするから注意して。それと、	sud_vo_adv_dear_hume_024_krnh-006	sud_vo_adv_dear_hume_024	58	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-006\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	95	99	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
28	燐羽	……だから手毬たちと\n待ち合わせをしているの。	sud_vo_adv_dear_hume_024_krnh-007	sud_vo_adv_dear_hume_024	59	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-007\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	108	116	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
29	燐羽	……秘密に決まっているじゃない。\n手毬を問い詰めるのも禁止。	sud_vo_adv_dear_hume_024_krnh-008	sud_vo_adv_dear_hume_024	60	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-008\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	128	133	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
30	燐羽	佑芽。ここからは真面目に\n聞いてくれる？　本題だから。	sud_vo_adv_dear_hume_024_krnh-009	sud_vo_adv_dear_hume_024	61	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-009\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	139	145	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
31	燐羽	咲季お姉ちゃんのことだけど……	sud_vo_adv_dear_hume_024_krnh-010	sud_vo_adv_dear_hume_024	62	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-010\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	157	160	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
32	燐羽	う～め。咲季お姉ちゃんのことだけど。	sud_vo_adv_dear_hume_024_krnh-011	sud_vo_adv_dear_hume_024	63	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-011\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	221	222	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
33	燐羽	ハァ……やっぱりいいわ。	sud_vo_adv_dear_hume_024_krnh-012	sud_vo_adv_dear_hume_024	64	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-012\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	234	238	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
34	燐羽	そもそも……あなたに言うべきか\nどうか……迷っていたし。	sud_vo_adv_dear_hume_024_krnh-013	sud_vo_adv_dear_hume_024	65	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-013\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	239	242	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
35	燐羽	ありがとう。マヌケな顔を見ていたら、\n踏ん切りがついたわ。じゃあね。	sud_vo_adv_dear_hume_024_krnh-014	sud_vo_adv_dear_hume_024	66	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-014\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	256	257	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
36	燐羽	佑芽……あなた……	sud_vo_adv_dear_hume_024_krnh-015	sud_vo_adv_dear_hume_024	67	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-015\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	288	294	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
37	燐羽	そんな顔をしているくせに……\n……意外とおバカじゃないのね？	sud_vo_adv_dear_hume_024_krnh-016	sud_vo_adv_dear_hume_024	68	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-016\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	297	303	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
38	燐羽	鏡を見なさい。そういう顔よ。\n――あ～あ、自分で自分がわからない。	sud_vo_adv_dear_hume_024_krnh-017	sud_vo_adv_dear_hume_024	69	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-017\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	312	318	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
39	燐羽	不屈で無敵のお姉ちゃん。\n強くてカッコいい、理想のお姉ちゃん。	sud_vo_adv_dear_hume_024_krnh-018	sud_vo_adv_dear_hume_024	70	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-018\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	320	323	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
40	燐羽	やっと望んだものが見られたのに……\n私、なにが不満なのかしら？	sud_vo_adv_dear_hume_024_krnh-019	sud_vo_adv_dear_hume_024	71	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-019\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	331	332	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
41	燐羽	そ。あなたはいいの？　\nあのお姉ちゃんで。	sud_vo_adv_dear_hume_024_krnh-020	sud_vo_adv_dear_hume_024	72	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-020\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	341	347	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
42	燐羽	あのステージを最後まで観て……\nどう感じたの？	sud_vo_adv_dear_hume_024_krnh-021	sud_vo_adv_dear_hume_024	73	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-021\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	348	350	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
43	燐羽	……いまにも燃え尽きて\nしまいそうだった。	sud_vo_adv_dear_hume_024_krnh-022	sud_vo_adv_dear_hume_024	74	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-022\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	359	364	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
44	燐羽	それでもいいの？	sud_vo_adv_dear_hume_024_krnh-023	sud_vo_adv_dear_hume_024	75	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-023\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	366	371	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
45	燐羽	しったふうなことを……言うじゃない。	sud_vo_adv_dear_hume_024_krnh-024	sud_vo_adv_dear_hume_024	76	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-024\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	404	407	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
46	燐羽	ムカつく。\n私とあなた、ちっとも似てないわ。	sud_vo_adv_dear_hume_024_krnh-025	sud_vo_adv_dear_hume_024	77	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-025\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	410	414	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
47	燐羽	ハ、そーね。おかげでわかった。\n私、そばで燃えられるとウザいみたい。	sud_vo_adv_dear_hume_024_krnh-026	sud_vo_adv_dear_hume_024	78	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-026\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	423	429	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
48	燐羽	アイドルに戻ったら、\n真っ先に水をぶっかけてやるから。	sud_vo_adv_dear_hume_024_krnh-027	sud_vo_adv_dear_hume_024	79	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_dear_hume_024_krnh-027\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/52333234/63a47c717f25bd507e8c3a440ac7cb7a	433	437	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/523133303834/2ffc87ef71fc68f503d56e06c445878b
49	燐羽	……視線を感じる。はぁ……手毬、\nまたなにかやらかしたわけ？	sud_vo_adv_csprt-3-0097_02_krnh-001	sud_vo_adv_csprt-3-0097_02	5	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_csprt-3-0097_02_krnh-001\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/5233343534/76e393efbcf469585dba60b08585cd5d	40	41	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/5/523132393435/8e43594de7096dec541f90ac458dd6a3
50	燐羽	手毬だってば。私、最近ちょくちょく\n初星に来てるけど。	sud_vo_adv_csprt-3-0097_02_krnh-002	sud_vo_adv_csprt-3-0097_02	6	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_csprt-3-0097_02_krnh-002\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/5233343534/76e393efbcf469585dba60b08585cd5d	65	70	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/5/523132393435/8e43594de7096dec541f90ac458dd6a3
51	燐羽	そのときはこういうのないもの。	sud_vo_adv_csprt-3-0097_02_krnh-003	sud_vo_adv_csprt-3-0097_02	7	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_csprt-3-0097_02_krnh-003\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/5233343534/76e393efbcf469585dba60b08585cd5d	71	72	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/5/523132393435/8e43594de7096dec541f90ac458dd6a3
52	燐羽	あー……色々邪推されてそう。	sud_vo_adv_csprt-3-0097_02_krnh-004	sud_vo_adv_csprt-3-0097_02	8	C:\Repositories\GakumasuVoice\output\rinha\items\sud_vo_adv_csprt-3-0097_02_krnh-004\voice.wav	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/4/5233343534/76e393efbcf469585dba60b08585cd5d	86	91	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/5/523132393435/8e43594de7096dec541f90ac458dd6a3
